 VARIABLES = "X", "Y", "U", "V", "T"
   8.667E-01,    5.333E-01,    1.011E+00,   -4.443E+01,   -2.034E-02
   9.333E-01,    5.333E-01,   -2.611E+00,   -6.453E+01,   -2.049E-01
   1.000E+00,    5.333E-01,    0.000E+00,    0.000E+00,   -5.000E-01
   0.000E+00,    6.000E-01,    0.000E+00,    0.000E+00,    5.000E-01
   6.667E-02,    6.000E-01,    8.424E+00,    5.918E+01,    2.845E-01
   1.333E-01,    6.000E-01,    1.152E+01,    4.849E+01,    1.335E-01
   2.000E-01,    6.000E-01,    9.872E+00,    2.596E+01,    6.642E-02
   2.667E-01,    6.000E-01,    7.372E+00,    9.603E+00,    5.341E-02
   3.333E-01,    6.000E-01,    6.179E+00,    1.061E+00,    6.319E-02
   4.000E-01,    6.000E-01,    6.567E+00,   -2.308E+00,    7.756E-02
   4.667E-01,    6.000E-01,    7.929E+00,   -3.018E+00,    8.938E-02
   5.333E-01,    6.000E-01,    9.632E+00,   -2.603E+00,    9.765E-02
   6.000E-01,    6.000E-01,    1.124E+01,   -2.023E+00,    1.037E-01
   6.667E-01,    6.000E-01,    1.243E+01,   -2.425E+00,    1.089E-01
   7.333E-01,    6.000E-01,    1.272E+01,   -6.078E+00,    1.110E-01
   8.000E-01,    6.000E-01,    1.121E+01,   -1.718E+01,    9.628E-02
   8.667E-01,    6.000E-01,    6.987E+00,   -3.991E+01,    2.442E-02
   9.333E-01,    6.000E-01,    1.135E+00,   -6.245E+01,   -1.714E-01
   1.000E+00,    6.000E-01,    0.000E+00,    0.000E+00,   -5.000E-01
   0.000E+00,    6.667E-01,    0.000E+00,    0.000E+00,    5.000E-01
   6.667E-02,    6.667E-01,    1.007E+01,    5.194E+01,    3.264E-01
   1.333E-01,    6.667E-01,    1.683E+01,    4.617E+01,    1.984E-01
   2.000E-01,    6.667E-01,    1.824E+01,    2.719E+01,    1.359E-01
   2.667E-01,    6.667E-01,    1.720E+01,    1.138E+01,    1.193E-01
   3.333E-01,    6.667E-01,    1.614E+01,    1.758E+00,    1.252E-01
   4.000E-01,    6.667E-01,    1.603E+01,   -2.856E+00,    1.379E-01
   4.667E-01,    6.667E-01,    1.675E+01,   -4.288E+00,    1.495E-01
   5.333E-01,    6.667E-01,    1.783E+01,   -4.044E+00,    1.574E-01
   6.000E-01,    6.667E-01,    1.885E+01,   -3.240E+00,    1.619E-01
   6.667E-01,    6.667E-01,    1.949E+01,   -3.026E+00,    1.638E-01
   7.333E-01,    6.667E-01,    1.929E+01,   -5.393E+00,    1.611E-01
   8.000E-01,    6.667E-01,    1.738E+01,   -1.421E+01,    1.413E-01
   8.667E-01,    6.667E-01,    1.254E+01,   -3.435E+01,    6.452E-02
   9.333E-01,    6.667E-01,    4.851E+00,   -5.754E+01,   -1.421E-01
   1.000E+00,    6.667E-01,    0.000E+00,    0.000E+00,   -5.000E-01
   0.000E+00,    7.333E-01,    0.000E+00,    0.000E+00,    5.000E-01
   6.667E-02,    7.333E-01,    1.079E+01,    4.235E+01,    3.670E-01
   1.333E-01,    7.333E-01,    2.072E+01,    4.033E+01,    2.647E-01
   2.000E-01,    7.333E-01,    2.564E+01,    2.559E+01,    2.104E-01
   2.667E-01,    7.333E-01,    2.712E+01,    1.170E+01,    1.921E-01
   3.333E-01,    7.333E-01,    2.722E+01,    2.233E+00,    1.931E-01
   4.000E-01,    7.333E-01,    2.716E+01,   -2.918E+00,    2.012E-01
   4.667E-01,    7.333E-01,    2.731E+01,   -4.819E+00,    2.095E-01
   5.333E-01,    7.333E-01,    2.757E+01,   -4.705E+00,    2.150E-01
   6.000E-01,    7.333E-01,    2.774E+01,   -3.684E+00,    2.170E-01
   6.667E-01,    7.333E-01,    2.754E+01,   -2.866E+00,    2.156E-01
   7.333E-01,    7.333E-01,    2.654E+01,   -3.969E+00,    2.085E-01
   8.000E-01,    7.333E-01,    2.384E+01,   -1.043E+01,    1.835E-01
   8.667E-01,    7.333E-01,    1.806E+01,   -2.739E+01,    1.013E-01
   9.333E-01,    7.333E-01,    8.445E+00,   -4.991E+01,   -1.158E-01
   1.000E+00,    7.333E-01,    0.000E+00,    0.000E+00,   -5.000E-01
   0.000E+00,    8.000E-01,    0.000E+00,    0.000E+00,    5.000E-01
   6.667E-02,    8.000E-01,    1.070E+01,    3.123E+01,    4.046E-01
   1.333E-01,    8.000E-01,    2.287E+01,    3.132E+01,    3.287E-01
   2.000E-01,    8.000E-01,    3.092E+01,    2.079E+01,    2.855E-01
   2.667E-01,    8.000E-01,    3.508E+01,    9.802E+00,    2.677E-01
   3.333E-01,    8.000E-01,    3.675E+01,    1.716E+00,    2.641E-01
   4.000E-01,    8.000E-01,    3.710E+01,   -2.944E+00,    2.660E-01
   4.667E-01,    8.000E-01,    3.679E+01,   -4.698E+00,    2.684E-01
   5.333E-01,    8.000E-01,    3.621E+01,   -4.474E+00,    2.690E-01
   6.000E-01,    8.000E-01,    3.550E+01,   -3.209E+00,    2.671E-01
   6.667E-01,    8.000E-01,    3.456E+01,   -1.827E+00,    2.620E-01
   7.333E-01,    8.000E-01,    3.300E+01,   -1.698E+00,    2.507E-01
   8.000E-01,    8.000E-01,    2.987E+01,   -5.728E+00,    2.208E-01
   8.667E-01,    8.000E-01,    2.352E+01,   -1.896E+01,    1.334E-01
   9.333E-01,    8.000E-01,    1.227E+01,   -3.949E+01,   -9.291E-02
   1.000E+00,    8.000E-01,    0.000E+00,    0.000E+00,   -5.000E-01
   0.000E+00,    8.667E-01,    0.000E+00,    0.000E+00,    5.000E-01
   6.667E-02,    8.667E-01,    1.000E+01,    1.948E+01,    4.368E-01
   1.333E-01,    8.667E-01,    2.311E+01,    2.010E+01,    3.852E-01
   2.000E-01,    8.667E-01,    3.303E+01,    1.338E+01,    3.532E-01
   2.667E-01,    8.667E-01,    3.884E+01,    5.873E+00,    3.365E-01
   3.333E-01,    8.667E-01,    4.134E+01,    2.105E-01,    3.283E-01
   4.000E-01,    8.667E-01,    4.154E+01,   -2.956E+00,    3.232E-01
   4.667E-01,    8.667E-01,    4.050E+01,   -3.935E+00,    3.187E-01
   5.333E-01,    8.667E-01,    3.902E+01,   -3.409E+00,    3.136E-01
   6.000E-01,    8.667E-01,    3.763E+01,   -2.027E+00,    3.071E-01
   6.667E-01,    8.667E-01,    3.646E+01,   -3.714E-01,    2.980E-01
   7.333E-01,    8.667E-01,    3.526E+01,    7.134E-01,    2.828E-01
   8.000E-01,    8.667E-01,    3.309E+01,   -9.428E-01,    2.487E-01
   8.667E-01,    8.667E-01,    2.779E+01,   -9.785E+00,    1.570E-01
   9.333E-01,    8.667E-01,    1.621E+01,   -2.639E+01,   -7.589E-02
   1.000E+00,    8.667E-01,    0.000E+00,    0.000E+00,   -5.000E-01
   0.000E+00,    9.333E-01,    0.000E+00,    0.000E+00,    5.000E-01
   6.667E-02,    9.333E-01,    8.094E+00,    8.117E+00,    4.591E-01
   1.333E-01,    9.333E-01,    1.948E+01,    8.300E+00,    4.245E-01
   2.000E-01,    9.333E-01,    2.820E+01,    5.068E+00,    3.999E-01
   2.667E-01,    9.333E-01,    3.286E+01,    1.494E+00,    3.830E-01
   3.333E-01,    9.333E-01,    3.407E+01,   -9.890E-01,    3.703E-01
   4.000E-01,    9.333E-01,    3.307E+01,   -2.104E+00,    3.595E-01
   4.667E-01,    9.333E-01,    3.111E+01,   -2.183E+00,    3.496E-01
   5.333E-01,    9.333E-01,    2.914E+01,   -1.607E+00,    3.399E-01
   6.000E-01,    9.333E-01,    2.771E+01,   -6.480E-01,    3.298E-01
   6.667E-01,    9.333E-01,    2.711E+01,    5.402E-01,    3.177E-01
   7.333E-01,    9.333E-01,    2.733E+01,    1.676E+00,    2.990E-01
   8.000E-01,    9.333E-01,    2.782E+01,    1.744E+00,    2.608E-01
   8.667E-01,    9.333E-01,    2.639E+01,   -2.073E+00,    1.656E-01
   9.333E-01,    9.333E-01,    1.804E+01,   -1.170E+01,   -6.955E-02
   1.000E+00,    9.333E-01,    0.000E+00,    0.000E+00,   -5.000E-01
   0.000E+00,    1.000E+00,    0.000E+00,    0.000E+00,    5.000E-01
   6.667E-02,    1.000E+00,    0.000E+00,    0.000E+00,    4.670E-01
   1.333E-01,    1.000E+00,    0.000E+00,    0.000E+00,    4.383E-01
   2.000E-01,    1.000E+00,    0.000E+00,    0.000E+00,    4.160E-01
   2.667E-01,    1.000E+00,    0.000E+00,    0.000E+00,    3.984E-01
   3.333E-01,    1.000E+00,    0.000E+00,    0.000E+00,    3.838E-01
   4.000E-01,    1.000E+00,    0.000E+00,    0.000E+00,    3.707E-01
   4.667E-01,    1.000E+00,    0.000E+00,    0.000E+00,    3.587E-01
   5.333E-01,    1.000E+00,    0.000E+00,    0.000E+00,    3.474E-01
   6.000E-01,    1.000E+00,    0.000E+00,    0.000E+00,    3.361E-01
   6.667E-01,    1.000E+00,    0.000E+00,    0.000E+00,    3.227E-01
   7.333E-01,    1.000E+00,    0.000E+00,    0.000E+00,    3.025E-01
   8.000E-01,    1.000E+00,    0.000E+00,    0.000E+00,    2.622E-01
   8.667E-01,    1.000E+00,    0.000E+00,    0.000E+00,    1.652E-01
   9.333E-01,    1.000E+00,    0.000E+00,    0.000E+00,   -6.982E-02
   1.000E+00,    1.000E+00,    0.000E+00,    0.000E+00,   -5.000E-01
